pmid,publication_year,authors,title,abstract,residue_type,residue_origin,frap_value,frap_units,search_query
40298659,2025,"Gil-Martínez, Lidia; de la Torre-Ramírez, José Manuel; Martínez-López, Sofía; Ayuso-García, Luis Miguel; Dellapina, Giovanna; Poli, Giovanna; Verardo, Vito; Gómez-Caravaca, Ana María","Green Extraction of Phenolic Compounds from Artichoke By-Products: Pilot-Scale Comparison of Ultrasound, Microwave, and Combined Methods with Pectinase Pre-Treatment.","The revalorization of artichoke (<i>Cynara scolymus</i> L.) by-products is a promising strategy to obtain bioactive compounds with antioxidant properties, supporting a circular economy approach. This study compares the efficiency of an enzymatic pretreatment followed by microwave-assisted extraction (EMAE), ultrasound-assisted extraction (EUAE), and ultrasound-microwave-assisted extraction (EUMAE) at a pilot scale for recovering antioxidant compounds. Extracts were purified using Diaion<sup>®</sup> HP20 resin to obtain phenolic-rich fractions with enhanced antioxidant activity. The results showed that EUAE was the most effective technique, achieving a total phenolic content (TPC) of 210.76 ± 1.40 µmol GAE/g d.w. with an extraction yield of 21.38%. HPLC-MS analysis identified 14 major phenolic compounds, including chlorogenic acid isomers (60.73 mg/g d.e.), caffeic acid (34.29 mg/g d.e.), and luteolin rutinoside (103.27 mg/g d.e.), among others, which contribute to the extracts' high bioactivity. The antioxidant potential of the extracts was assessed using Folin-Ciocalteu (F-C), ABTS, DPPH, and FRAP assays. EUAE extracts exhibited the highest antioxidant activity values, with F-C: 985.33 ± 4.46 µmol GAE/g d.e., ABTS: 80.46 ± 2.39 µmol TE/g d.e., DPPH: 87.03 ± 1.11 µmol TE/g d.e., and FRAP: 184.99 ± 2.52 µmol TE/g d.e. The purification process using Diaion<sup>®</sup> HP20 resin further enhanced TPC and antioxidant activity, with the enzyme-ultrasound-assisted extraction-purified extract (EUAE-PE) reaching a phenolic purity of 50.71% and an F-C value of 2981.35 ± 12.16 µmol GAE/g d.e.",by-product,,2.39,µmol te/g,"""artichoke"" AND FRAP AND antioxidant"
40076238,2025,"Cárdenas-Toro, Fiorella P; Meza-Coaquira, Jennifer H; Gonzalez-Gonzalez, Monserrat; Carrera, Ceferino; Fernández Barbero, Gerardo","Supercritical CO<sub>2</sub> Extraction of Oleoresin from Peruvian Ginger (<i>Zingiber officinale</i> Roscoe): Extraction Yield, Polyphenol Content, Antioxidant Capacity, Chemical Analysis and Storage Stability.","In this study, we performed supercritical CO<sub>2</sub> extraction of oleoresin from Peruvian ginger, focusing on the extraction yield, total polyphenol content, antioxidant capacity, and contents of gingerol and shogaol. The temperature (40 to 50 °C), pressure (80 to 250 bar), CO<sub>2</sub> flow rate (2 and 8 ft<sup>3</sup>/h) and extraction time (10 to 360 min) were evaluated in three steps. The extraction yield was influenced by the temperature, pressure, flow rate and extraction time. Oleoresin extracts were obtained from 150 to 250 bar. The supercritical extraction conditions selected for the recovery of the oleoresin extract were 50 °C, 250 bar, 8 ft<sup>3</sup>/h and 360 min, resulting in an extraction yield of 25.99 ± 0.13 mg extracts/g dry basis, a total polyphenol content of 171.65 ± 2.12 mg of gallic acid equivalent (GAE)/g extract, an antioxidant capacity expressed as a half-maximal inhibitory concentration (IC<sub>50</sub>) of 1.02 ± 0.01 mg extract/mL methanol and a Ferric Reducing Antioxidant Power (FRAP) value of 368.14 ± 60.95 mg Trolox/g extract. The contents of gingerols and shogaols in the supercritical extract were 254.71 ± 33.79 mg of 6-gingerol/g extract, 24.46 ± 3.41 mg of 6-shogaol/g extract, 9.63 ± 2.51 mg of 8-gingerol/g extract, 51.01 ± 9.39 mg of 8-shogaol/g extract, 27.47 ± 5.06 mg of 10-gingerol/g extract and 20.11 ± 4.62 mg of 10-shogaol/g extract. There was no reduction in the total polyphenol content or antioxidant capacity according to the IC<sub>50</sub> and FRAP assays, under storage conditions of 0 °C, 20 °C and 40 °C after 180 days; this indicates that the oleoresin obtained using supercritical CO<sub>2</sub> extraction could be used as an additive in food products.",,,0.01,mg/g,"""ginger"" AND FRAP AND antioxidant"
35684405,2022,"Sangthong, Sarita; Promputtha, Itthayakorn; Pintathong, Punyawatt; Chaiwut, Phanuphong","Chemical Constituents, Antioxidant, Anti-Tyrosinase, Cytotoxicity, and Anti-Melanogenesis Activities of <i>Etlingera elatior</i> (Jack) Leaf Essential Oils.","Essential oils of plants have been used widely in cosmetic preparations. Being both perfuming and active ingredients, the functions of essential oils mean they are high-value ingredients. In this study, the leaf of <i>Etlingera elatior</i> (Jack) or Torch ginger was used. The essential oils (EO) were prepared by conventional hydrodistillation (HD) and microwave-assisted hydrodistillation (MAHD). The volatile compounds of EOs were analyzed by gas chromatography spectroscopy (GC-MS). The antioxidant activities by means of DPPH radical scavenging and ferric-reducing antioxidant power (FRAP) were determined. The inhibition of tyrosinase activity was investigated. The cytotoxicity was performed against human fibroblast cell lines (NIH/3T3) and melanoma cell lines (A375 and B16F10). The decreasing melanin content was measured in melanoma cell lines. The resulting essential oils were detected for 41 compounds from HD extraction dominants by terpenes, namely sesquiterpenes (48.499%) and monoterpenes (19.419%), while 26 compounds were detected from MAHD with the fatty alcohols as the major group. The higher antioxidant activities were found in HD EO (IC50 of 16.25 ± 0.09 mg/mL from DPPH assay and 0.91 ± 0.01 mg TEAC/g extract from FRAP assay). The survival of normal fibroblast cell lines remained at 90% at 500 µg/mL HD EO, where the EO possessed the half-maximal toxicity dose (TD50) of 214.85 ± 4.647 and 241.128 ± 2.134 μg/mL on B16F10 and A375 cell lines, respectively. This could suggest that the EO is highly selective against the melanoma cell lines. The melanin content was decreased at the half-maximum efficacy (IC50) at 252.12 ± 3.02 and 253.56 ± 3.65 in the A375 and B1610 cell lines, respectively, which were approximately 2.8-fold lower than kojic acid, the standard compound. The results of this study evidence the use of <i>Etlingera elatior</i> (Jack) leaf as a source of essential oil as an active agent in cosmetics.",,,0.09,mg/g,"""ginger"" AND FRAP AND antioxidant"
26396335,2014,"Swapna Sonale, R; Kadimi, Udaya Sankar","Characterization of gingerol analogues in supercritical carbon dioxide (SC CO2) extract of ginger (Zingiber officinale, R.,).","Organically grown ginger rhizome (Zingiber officinale Roscoe) SC CO2 extract obtained at 280 bar and 40 °C and its column chromatographic fractions are characterised for its composition. The components in the extract and fractions are identified by HPLC and LC based MS and are used as standard for the estimation of gingerol analogues in the extract. HPLC and mass analysis of the extracts confirmed the various forms of gingerol constituents [4]-, [6]-, [10]-gingerols and [6]-, [8]-, [10]-shogaols in ginger extracts. SC CO2 extract of organic ginger was found to show 6-gingerol around 25.97 % of total extract. The estimation of [6]-gingerol, [6]-shogaols, [4]gingerol, [10]-gingerol and 6-gingediol content of the SC CO2 purified ginger extract was found to be 75.92 ± 1.14, 1.25 ± 0.04, 4.54 ± 0.04, 13.15 ± 0.30 and 0.37 ± 0.00 % respectively. Antioxidant activity was measured by 2, 2-diphenyl-1-pycryl-hydrazyl (DPPH) free radical scavenging and ferric reducing antioxidant power (FRAP) and the assay have shown 652 ± 0.37 mg TE/g and 3.68 ± 0.18 mg TE/100 g respectively, are significantly higher results with SC CO2 organic ginger extract. Paradol analogues are not detected in this study. Small quantities of [4]-, [10]gingediol and [6]-gingediacetate are also found in ginger extract.",,,0.37,mg te/g,"""ginger"" AND FRAP AND antioxidant"
21541046,2011,"Ghasemzadeh, Ali; Jaafar, Hawa Z E",Effect of CO(2) enrichment on synthesis of some primary and secondary metabolites in ginger (Zingiber officinale Roscoe).,"The effect of two different CO(2) concentrations (400 and 800 μmol mol(-1)) on the photosynthesis rate, primary and secondary metabolite syntheses and the antioxidant activities of the leaves, stems and rhizomes of two Zingiber officinale varieties (Halia Bentong and Halia Bara) were assessed in an effort to compare and validate the medicinal potential of the subterranean part of the young ginger. High photosynthesis rate (10.05 μmol CO(2) m(-2)s(-1) in Halia Bara) and plant biomass (83.4 g in Halia Bentong) were observed at 800 μmol mol(-1) CO(2). Stomatal conductance decreased and water use efficiency increased with elevated CO(2) concentration. Total flavonoids (TF), total phenolics (TP), total soluble carbohydrates (TSC), starch and plant biomass increased significantly (P ≤ 0.05) in all parts of the ginger varieties under elevated CO(2) (800 μmol mol(-1)). The order of the TF and TP increment in the parts of the plant was rhizomes > stems > leaves. More specifically, Halia Bara had a greater increase of TF (2.05 mg/g dry weight) and TP (14.31 mg/g dry weight) compared to Halia Bentong (TF: 1.42 mg/g dry weight; TP: 9.11 mg/g dry weight) in average over the whole plant. Furthermore, plants with the highest rate of photosynthesis had the highest TSC and phenolics content. Significant differences between treatments and species were observed for TF and TP production. Correlation coefficient showed that TSC and TP content are positively correlated in both varieties. The antioxidant activity, as determined by the ferric reducing/antioxidant potential (FRAP) activity, increased in young ginger grown under elevated CO(2). The FRAP values for the leaves, rhizomes and stems extracts of both varieties grown under two different CO(2) concentrations (400 and 800 μmol mol(-1)) were significantly lower than those of vitamin C (3107.28 μmol Fe (II)/g) and α-tocopherol (953 μmol Fe (II)/g), but higher than that of BHT (74.31 μmol Fe (II)/g). These results indicate that the plant biomass, primary and secondary metabolite synthesis, and following that, antioxidant activities of Malaysian young ginger varieties can be enhanced through controlled environment (CE) and CO(2) enrichment.",,,800.0,μmol,"""ginger"" AND FRAP AND antioxidant"
34304550,2021,"Alves, Izabel de Paula Duarte; Almeida, Maria Carolina de; Souto, Luciana Reis Fontinelle; Oliveira, Tatianne Ferreira de",The effects of Curcuma longa L. leaf extracts on the prevention of oxidation in soybean oil.,"The use of natural plant antioxidants has been an alternative approach to synthetic antioxidants for food applications. This study investigated the antioxidant properties of the leaves of Curcuma longa L. against the oxidation of soybean oil using leaf extracts obtained from seven different types of organic solvents and compared to the action of efficient synthetic antioxidants which are widely used and low cost but with toxicity risk. The application of natural alternatives from sources still little studied is a proposal and the extraction of compounds with high antioxidant capacity may vary according to the type of solvent, its mixture, its polarity and other factors that burden or harm the health of the consumer. The leaf extracts were sanitized, dried, and obtained for solvent selection. The quantification of total phenolic compounds (TPC) and antioxidants was performed by using different combinations and proportions of solvents: water (100%), ethanol (100%), methanol (100%), ethanol/water (70%:30%), methanol/water (70%:30%), methanol/acetic acid (99.5%:0.5%), and acetone/water/acetic acid (70%:28:2%). The solvent selected was the one that extracted the highest content of phenolic and antioxidant compounds (using the free radical DPPH scavenging method and FRAP assay). It used an accelerated storage test and experimental design to assess oxidative stability (using peroxide index (PI), thiobarbituric acid reactive substances (TBARS), dienes (DC) and triple conjugates (TC) and statistical analysis). The ethanol/water solvent was efficient in the extraction of TPC (2422 mg GAE 100 g-1). The mixture of solvents extracted an average of 23.65% more TPC when compared to the single solvents. Regarding the antioxidant capacity, the ethanol/water solvent showed 1847 mg TE 100 g-1 using the DPPH and 217 μmol of FeSO4 100 g-1 using the FRAP assays. In addition, the oxidation of soybean oil was delayed by the accelerated storage test showing equivalent results to BHT at 0.02% for the values of PI, TBARS and DC/TC. The E/W extract showed the highest yield in the extraction of phenolic compounds and is a safe solvent for food. The addition of Curcuma longa L. leaf extract to soybean oil caused reductions in PI, TBARS, CD and CT values. The leaf extract of C. longa L. is considered to be a good alternative to synthetic antioxidants against the oxidative degradation of soybean oil.",,,1847.0,mg/g,"""turmeric"" AND FRAP AND antioxidant"
36905110,2023,"Bao, Tao; Karim, Naymul; Mo, Jianling; Chen, Wei",Ultrasound-assisted ascorbic acid solution pretreated hot-air drying improves drying characteristics and quality of jujube slices.,"The effective hot-air drying of foods such as jujube requires an effective green pretreatment alternative to chemical pretreatments. Jujube slices were pretreated using 5 and 10 mg mL<sup>-1</sup> ultrasound-assisted vitamin C (UVC) for 10, 20, and 30 min, followed by hot-air drying. Ultrasound-assisted vitamin C pretreatment for 10, 20, and 30 min modulated the characteristics of fresh jujube slices such as water loss (from -28.25% to -25.52% after 30 min of UVC pretreatment), solid gain (from -31.68% to -26.82% after 30 min of UVC pretreatment), loss of total and reducing sugars (from 200.25 mg and 34.88 mg to 287.14 mg and 4.71 mg, respectively, after 30 min of UVC pretreatment), total soluble solids (from 76.32 <sup>o</sup> Brix to 82.08 <sup>o</sup> Brix), and water diffusivity (from 9.01 × 10<sup>-10</sup>  m<sup>2</sup>  s<sup>-1</sup> to 6.71 × 10<sup>-10</sup>  m<sup>2</sup>  s<sup>-1</sup> ). These characteristics were associated with altered surface morphology and improved drying characteristics. The UVC pretreatment preserved an acceptable reddish-yellow or orange-like color during hot-air drying and reduced the browning index from 26.3 optical density (OD)/g DM to 23.25 OD/g dry mass basis (DM), which was connected with reduced 5-hydroxymethylfurfural (HMF) content. On the other hand, the proportions of bioactive components such as vitamin C increased from 1.05 mg g<sup>-1</sup> DM to 9.02 mg g<sup>-1</sup> DM, phenolics increased from 12.8 mg gallic acid equivalent (GAE)/g DM to 17.5 mg GAE/g DM, flavonoids increased from 4.0 mg rutin equivalent (RE)/g DM to 4.4 mg RE/g DM, and procyanidin content increased from 2.0 mg catechin equivalents (CE)/g DM to 2.9 mg CE/g DM in UVC pretreated jujube slices, which had a positive association with increased antioxidant activity - for example, 2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic acid (ABTS) increased from IC<sub>50</sub> 22.5 mg DM/mL to 8.0 mg DM/mL, 2,2-diphenyl-1-picrylhydrazyl (DPPH) changed from IC<sub>50</sub> 36.5 mg DM/mL to 9.5 mg DM/mL, and ferric reducing antioxidant power (FRAP) increased from 2.0 mg vitamin C equivalent (VCE)/g DM to 11.9 mg VCE/g DM). The data indicated that UVC can be used as a promising pretreatment method for improving the hot-air drying characteristics and the quality of jujube slices. © 2023 Society of Chemical Industry.",,orange,36.5,mg/g,"""orange"" AND FRAP AND antioxidant"
16691628,2006,"Mehdipour, Sanaz; Yasa, Narges; Dehghan, Gholamreza; Khorasani, Reza; Mohammadirad, Azadeh; Rahimi, Roja; Abdollahi, Mohammad",Antioxidant potentials of Iranian Carica papaya juice in vitro and in vivo are comparable to alpha-tocopherol.,"Carica papaya is widely cultivated throughout the world and is used as a food and also as a traditional medicine, particularly as an antiseptic and contraceptive. The present study was designed to explore the toxicological and antioxidant potential of dried C. papaya juice in vitro and in vivo. The oral LD(50) of the juice of C. papaya was determined, and the antioxidant potentials determined by DPPH and FRAP tests. In vivo examination was performed after oral administration of dried papaya juice to rats for 2 weeks at doses of 100, 200 and 400 mg/kg. Blood TBARS and FRAP assays were used to determine the potential of the juice to act against oxidative stress. The acute toxicity test (LD(50)) demonstrated that papaya juice is not lethal up to a dose of 1500 mg/kg after oral administration and thus is considered nontoxic. In treated groups, no sign of toxicity was observed. In vitro evaluation of the antioxidant effects of papaya showed that the highest antioxidant activity (80%) was observed with a concentration of 17.6 mg/mL. Blood lipid peroxidation levels decreased significantly after administration of all doses of papaya juice (100, 200, 400 mg/kg/day) to 35.5%, 39.5% and 40.86% of the control, respectively, compared with a value of 28.8% for vitamin E. The blood total antioxidant power was increased significantly by all doses of papaya juice (100, 200, 400 mg/kg/day) to 11.11%, 23.58% and 23.14% of the control, respectively. The value for vitamin E was 18.44%. This preliminary study indicates the safety and antioxidative stress potential of the juice of C. papaya, which was found to be comparable to the standard antioxidant compound alpha-tocopherol.",,,400.0,mg/g,"""papaya"" AND FRAP AND antioxidant"
38202668,2023,"Gutierrez Montiel, Daniela; Guerrero Barrera, Alma Lilian; Martínez Ávila, Guillermo Cristian Guadalupe; Gonzalez Hernandez, María Dolores; Chavez Vela, Norma Angelica; Avelar Gonzalez, Francisco Javier; Ramírez Castillo, Flor Yazmin",Influence of the Extraction Method on the Polyphenolic Profile and the Antioxidant Activity of <i>Psidium guajava</i> L. Leaf Extracts.,"The leaves of <i>Psidium guajava</i> L. are an agro-industrial by-product with an outstanding content of polyphenolic compounds; however, there are many factors which can affect the phytochemical profile when valuing this type of plant material, such as temperatures and extraction times involving in the extraction methods applied. In this context, this study analyzed the impact of different extraction methods (Soxhlet, maceration and ultrasound-assisted extraction) on the phytochemical profile (FTIR and UPLC-MS) and the antioxidant activity (ABTS, FRAP and Folin-Ciocalteu) of guava leaf extracts. A yield of phenolic compounds per gram of guava leaf was obtained within the range of 16 to 45 mg/g; on the other hand, the IC50 values determined with the ABTS assay ranged between 78 ± 4 to 152 ± 12 µg/mL. The methanolic extract obtained by Soxhlet was the one with the best reducing power, both in the FRAP assay and in the Folin-Ciocalteu assay. Finally, bioactive compounds such as quercetin, kaempferol and avicularin were identified in the guava leaf extract. It was concluded that the purification of polyphenolics compounds improves the antioxidant capacity, and that the extraction method greatly influences the phytochemical profile and activity of the extracts.",by-product,,45.0,mg/g,"""guava"" AND FRAP AND antioxidant"
32908860,2020,"Abeysuriya, Hashini I; Bulugahapitiya, Vajira P; Loku Pulukkuttige, Jayatissa","Total Vitamin C, Ascorbic Acid, Dehydroascorbic Acid, Antioxidant Properties, and Iron Content of Underutilized and Commonly Consumed Fruits in Sri Lanka.","Sri Lanka is rich in a wide diversity of fruits, but many are underutilized by the people in Sri Lanka despite their nutritional value. This is mainly due to little awareness of the palatability of many fruits and hence low popularity in the market. The present study aimed at providing comparative data on the main biochemical and nutritional parameters of thirty-seven (37) species of fruits grown in Sri Lanka, including 22 underutilized fruits and 15 commonly consumed fruits. The main parameters of the comparison were the contents of ascorbic acid (AA), total vitamin C (TVC), total phenolic content (TPC), total flavonoid content (TFC), total iron (Fe), and antioxidant capacities (ACs). The mean AA, TVC, TPC, TFC, and Fe contents in 100 g of fresh edible portions of fruits ranged from 2.0 to 185.0 mg, 8.1 to 529.6 mg, 12.9 to 2701.7 mg gallic acid equivalent, 0.2 to 117.5 mg quercetin equivalents, and 0.1 to 1.1 mg, respectively. The IC<sub>50</sub> values in a DPPH assay varied between 0.8 to 1856.7 mg/mL and FRAP values in a FRAP assay ranged from 4.2 to 2070 <i>μ</i>mol FeSO<sub>4</sub>/g in the studied fruits. Fruits were ranked based on the levels of the abovementioned biochemical properties. Using this ranking, 12 of the top 15 fruits were underutilized. <i>Phyllanthus emblica</i> (Indian gooseberry) is at the top of these underutilized fruits, and <i>Psidium guajava</i> (guava) is the best among commonly consumed fruits. These results indicate that underutilized fruits in Sri Lanka can be recommended as high quality and low-cost alternatives for securing nutritional requirements. Hence, underutilized fruits can be promoted as healthy additional fruits in Sri Lanka.",,berry,185.0,mg/g,"""guava"" AND FRAP AND antioxidant"
33327473,2020,"Peršurić, Željka; Saftić Martinović, Lara; Malenica, Mladenka; Gobin, Ivana; Pedisić, Sandra; Dragović-Uzelac, Verica; Kraljević Pavelić, Sandra",Assessment of the Biological Activity and Phenolic Composition of Ethanol Extracts of Pomegranate (<i>Punica granatum</i> L.) Peels.,"Pomegranate (<i>Punica granatum</i> L.) is a rich source of constituents with confirmed strong biological activities. However, pomegranate peel, which encompasses approximately 30-40% of its weight, is treated as a biological waste. The aim of this paper was to evaluate the potential of pomegranate peel extracts and to propose its functional properties that can be used for development of functional products. Eight ethanol extracts of pomegranate peels (PPEs) were characterized by use of direct infusion quadrupole-time of flight (Q-TOF), and afterwards tested on their antioxidant, antibacterial and antiproliferative activities. Mass spectrometry analysis revealed that the most prevalent compounds in pomegranate peels were punicalagin, granatin and their derivatives. Analysed extracts had high total phenolic contents that ranged from 5766.44 to 10599.43 mg GAE/100 g, and strong antioxidant activity (7551.31-7875.42 and 100.25-176.60 μmol TE/100 g for DPPH and FRAP assays, respectively). The results of biological activity assays showed that all PPEs possessed antibacterial activity, and that <i>S. aureus</i> was the most sensitive specie with minimum inhibitory concentration and minimum bactericidal concentrations ranging from 0.8 to 6.4 mg/mL. Additionally, the analysis of antiproliferative activity revealed high potency of PPEs, as the IC50 values ranged from 0.132 mg/mL to 0.396 mg/mL. Multivariate analysis pointed out the most discriminative metabolites for antioxidant or antiproliferative activity. Overall, the pomegranate peel confirmed to be a highly valuable source of bioactive compounds that could be used to improve the food functional characteristics.",peel,pomegranate,10599.43,mg/g,"""pomegranate"" AND FRAP AND antioxidant"
33006129,2020,"Kumar, Manoj; Tomar, Maharishi; Punia, Sneh; Amarowicz, Ryszard; Kaur, Charanjit",Evaluation of Cellulolytic Enzyme-Assisted Microwave Extraction of Punica granatum Peel Phenolics and Antioxidant Activity.,"Conventional techniques for phenolics extraction from pomegranate (Punica granatum) peel (PP) have several insufficiencies like longer time duration, bioactive degradation, excess use of harmful chemicals and solvents. In the present study, we established the synergistic use of two non-conventional extraction strategies i.e., enzyme-assisted extraction (EAE) using a cellulolytic enzyme preparation (Viscozyme) followed by microwave-assisted extraction (MAE) for efficient recovery of phenolics from PP. This optimized method was individually compared with EAE, MAE, and conventional solvent extraction (CSE) methods for recovering PP phenolics with maximum antioxidant activity (AOA). Extracts were analyzed for AOA using ferric reducing antioxidant power (FRAP) and cupric reducing AOA (CUPRAC) methods. Response surface methodology (RSM), was used as an optimization tool to achieve maximum yield of phenolics and with highest AOA at power 443.5 W, time 131.0 min, and solvent-to-solid ratio 23.6:1. The predicted values for maximum phenolics and AOA obtained through RSM were 305 mg GAE/g, 1788 μmol TE/g (FRAP) and 2641 μmol TE/g (CUPRAC), respectively. Phenolic contents of only 94.6, 165.46, and 197.6 mg GAE/g were achieved through CSE, EAE and MAE, respectively. Here we substantiate the auxiliary role of Viscozyme and microwave treatment in achieving high phenolic content and AOA from PPs. Phenolic rich extracts are known to act as multi-target ligands that inhibit various enzymes involved in diseases like Alzheimer's, Parkinson's, and diabetes mellitus. The extract can be commercially exploited for the development of functional foods, supplements, and natural preservatives.",peel,pomegranate,2641.0,μmol te/g,"""pomegranate"" AND FRAP AND antioxidant"
32104416,2018,"Krongrawa, Wantanwa; Limmatvapirat, Sontaya; Pongnimitprasert, Nushjira; Meetam, Paranee; Limmatvapirat, Chutima",Formulation and evaluation of gels containing coconut kernel extract for topical application.,"The biological activity of coconut (<i>Cocos nucifera</i> L.) extracts from its kernels and various parts was reported by many previous studies, it is therefore believable that the extracts of its kernels might show some activities in topical formulations. Among several kernel extracts, the TC06 extract prepared by soaking the steamed coconut kernels in hot water showed the highest total phenolic content (6.98 ± 0.30 mg GAE/g extract) and the strongest antioxidant activity as determined using FRAP and DPPH methods with a reducing power value of 4.12 ± 0.16 mg AAE/g of extract and an SC<sub>50</sub> value of 2.38 ± 0.14 mg/ml, respectively. In addition, this extract did not display any cytotoxic effects in the concentration range of 50-3200 µg/ml. Meanwhile, it revealed cytoprotective effects against <i>t</i>-BHP-induced cytotoxicity in HaCaT cells at concentrations higher than 400 µg/ml. The results of phytochemical investigations including a chemical color test, TLC, <sup>1</sup>H NMR and FTIR suggested that the TC06 extract was mainly composed of flavonoids and terpenoids. Furthermore, the concentrations of heavy metals including As, Cd, Hg, and Pb in the TC06 extract were below permissible limits. According to the solubility, the TC06 extract was incorporated into gels using Carbopol Ultrez 21 as a gelling agent. The formulated gel containing 3% (w/w) TC06 extract was stable at 4 °C and 25 °C with 75% RH throughout the storage period. It was found that the Carbopol Ultrez 21-based hydroalcoholic gel containing an aqueous extract of coconut kernels exhibited antioxidant activities in the two assays and showed a sufficient consistency, a pleasing color, and a non-oily perception during the period of observation.",,coconut,0.16,mg aae/g,"""coconut"" AND FRAP AND antioxidant"
20657511,2010,"Jerković, Igor; Marijanović, Zvonimir",Oak (Quercus frainetto Ten.) honeydew honey--approach to screening of volatile organic composition and antioxidant capacity (DPPH and FRAP assay).,"Two samples of oak honeydew honey were investigated. Headspace solid-phase microextraction (HS-SPME) combined with GC and GC/MS enabled identification of the most volatile organic headspace compounds being dominated by terpenes(mainly cis- and trans-linalool oxides). The volatile and less-volatile organic composition of the samples was obtained by ultrasonic assisted extraction (USE) with two solvents (1:2 (v/v) pentane -diethyl ether mixture and dichloromethane) followed by GC and GC/MS analysis. Shikimic pathway derivatives are of particular interest with respect to the botanical origin of honey and the most abundant was phenylacetic acid (up to 16.4%). Antiradical activity (DPPH assay) of the honeydew samples was 4.5 and 5.1 mmol TEAC/kg. Ultrasonic solvent extracts showed several dozen times higher antiradical capacity in comparison to the honeydew. Antioxidant capacity (FRAP assay) of honeydew samples was 4.8 and 16.1 mmol Fe(2+)/kg, while the solvent mixture extracts showed antioxidant activity of 374.5 and 955.9 Fe(2+)/kg, respectively, and the dichloromethane extracts 127.3 and 101.5 mmol Fe(2+)/kg.",,,5.1,mmol/g,"""honeydew"" AND FRAP AND antioxidant"
37809425,2023,"Sik, Beatrix; Kovács, Krisztina; Lakatos, Erika; Kapcsándi, Viktória; Székelyhidi, Rita","Increasing the functionality of sponge cakes by mint, and cocoa powder addition.","While sponge cake is one of the most well-liked cookies in the world, mint and cocoa have both been shown to be excellent sources of antioxidant compounds. Therefore, the aim of the study was to create functional sponge cakes with the addition of Dutch cocoa powder and different types of mint, with proven increased total antioxidant and polyphenol content. Additionally, made an effort to produce functional sponge cakes enhanced with cocoa powder and dried, ground mint leaves. To accomplish this, the cakes with cocoa addition were also added 1, 3, and 5% of the ground mint variety, and then the changes in their antioxidant and polyphenol content were assessed. To prove the functionality of cakes, total polyphenol content was detected by Folin-Ciocalteu, while all antioxidant content was measured by the FRAP method. The spectrophotometric analysis supported the functionality of sponge cakes and the baking losses of identified components. The total polyphenol content of baked goods ranged from 1.37 to 1.66 mg GAE/g for peppermint cakes, from 1.66 to 1.87 mg GAE/g for spearmint cakes, and from 1.20 to 1.68 mg GAE/g for strawberry mint sponge cakes. The total antioxidant content of the functional cakes changed between 1.84 and 2.82 mg AAE/g for peppermint cakes, from 1.84 to 4.00 mg AAE/g for spearmint cakes, and from 1.56 to 2.94 mg GAE/g for strawberry mint sponge cakes. The natural control samples, and control sponge cakes made without mint addition with only cocoa powder always had lower levels of polyphenols and antioxidants. All samples had baking loss (control samples had the highest in all cases), but strawberry mint samples had the least of it when it came to antioxidant content and spearmint samples had the least in the case of polyphenol content. Overall, mints and Dutch cocoa powder are appropriate for the production of functional bakery goods because they give the final product a tasty flavor and provide a significant amount of antioxidants and polyphenols despite baking.",cake,berry,2.82,mg aae/g,"""strawberry"" AND FRAP AND antioxidant"
17852512,2007,"Jiménez-Escrig, Antonio",Multifunctional in vitro antioxidant evaluation of strawberry (Fragaria virginiana Dutch.).,"Berries have shown the highest potential antioxidant activity among fruits using a unique antioxidant method. The antioxidant activity of aqueous-organic extracts of strawberry (Fragaria virginiana Dutch., var. camarosa) were determined using three methods: 2,2-diphenyl-1-picrylhydrazyl (DPPH*) radical scavenging, antioxidant ferric-reducing power (FRAP), and inhibition of Cu(II)-catalysed in vitro human low-density lipoprotein (LDL) oxidation. A serving (100 g) of strawberry had a DPPH* activity equivalent to that of 183 mg vitamin C and to that of 483 mg vitamin E. In addition, strawberry extracts showed high efficiency in the FRAP assay and in the in vitro inhibition of LDL oxidation. Regression linear analysis between radical scavenging activity (EC50 parameter) and total phenol content from strawberry extracts gave a statistically significant correlation (r = 0.984, P < 0.05). In conclusion, strawberry showed significant antioxidant capacity in both aqueous and lipophilic models.",,berry,183.0,mg/g,"""strawberry"" AND FRAP AND antioxidant"
