Food Product,Moisture,Protein,Fat,Total Carbohydrates,Sugars,Dietary Fiber,Crude Fiber,Ash,FRAP_synthetic
"Sharp-fringed sow thistle/ Prickly sow thistle/ Spiny sow thistle/ Spiny-leaved sow thistle, leaf, raw",87.7,2.3,0.5,4.7,4.624017647058824,3.287527450980392,1.6,3.2,5.875389460580513
"Sowthistle/ Sow thistle/ Smooth sow thistle/ Annual sow thistle/ Hare's Colwort/ Hare's thistle/ Milky tassel/ Swinies, leaf, raw",89.9,2.2,0.5,2.9,2.7504529411764707,3.680156862745098,1.5,3.0,2.140415357014187
"Milk thistle, leaf, raw",89.2,2.8,0.4,4.9,4.7229,2.829254901960784,1.1,1.6,3.566041516266643
"Wild Radish/ Jointed charlock, leaf, raw",87.4,3.7,0.3,4.1,4.296958823529411,3.3136058823529417,1.4,3.1,2.3896970673674987
"Leaf, raw",82.4,4.9,0.3,6.2,6.29764705882353,6.237125490196078,3.0,3.2,4.673332110350198
"African turnip weed, leaf, raw",79.0,5.1,0.3,5.5,10.211570588235295,5.848243137254901,3.0,7.1,2.8128035083219025
"African cabbage, leaf, raw",85.0,4.6,0.9,3.8,5.469352941176471,4.798547058823529,2.5,3.2,6.3139723821928975
"Chickweed, leaf, raw",89.1,2.5,0.4,4.6,4.519017647058824,2.8635862745098035,1.6,1.8,3.03616058758605
"Lamb's quarters/ goosefoot/ fat-hen, leaf, raw",85.0,4.4,0.3,4.3,5.115823529411765,4.084821568627452,1.6,4.4,4.3738722100388205
"Leafy goosefoot, leaf, raw",82.8,3.0,0.3,7.3,6.2976470588235305,5.699647058823529,3.4,3.2,3.411043270357702
"Nettle-leaved Goosefoot/ Australian-spinach/ salt-green/ sowbane, leaf, raw",81.8,4.8,0.4,5.2,6.3586294117647055,6.237125490196077,2.4,5.4,1.8851416614925238
"Obscure morning glory/ Small white morning glory, leaf, raw",56.6,8.8,1.4,21.9,30.75819588235294,6.593392156862745,7.4,3.9,2.1763599896548653
"Leaf, raw",92.2,1.3,0.3,3.4,2.6263941176470587,2.1633235294117648,1.2,1.6,2.17849692144879
"African cucumber/ balsam apple/ balsam pear/ balsamina/ southern balsam pear, leaf, raw",75.4,6.4,0.2,9.2,12.041411764705883,5.249713725490196,3.9,4.9,3.2139272522677858
"River pumpkin, leaf, raw",93.1,0.6,0.1,3.0,2.5520529411764707,1.794301960784314,2.1,1.1,3.2651577683877613
"Zebra leaf aloe/ Tiger aloe, leaf, raw",93.2,0.5,0.1,5.1,3.4057058823529416,1.4519921568627452,0.1,1.0,2.1744198321270742
"Leaf, raw",47.0,3.3,0.4,47.8,42.07823529411765,9.225978000000001,0.7,0.8,1.386976070725122
"Awned squill, leaf, raw",70.9,2.3,0.2,24.4,20.005431176470587,4.672164705882353,0.7,1.5,1.2006557215863791
"Angled ice plant, leaf, raw",91.3,1.3,0.1,0.9,2.835570588235294,3.6272156862745093,0.8,5.6,7.807592248150034
"Common dock/ smooth dock, leaf, raw",82.8,4.6,0.7,8.2,6.29764705882353,5.175137254901961,1.8,1.9,6.839596334037909
"Dwarf Jade Plant/ Elephant's Food/ Elephant Bush, leaf, raw",84.0,1.4,0.4,10.3,6.50740588235294,4.411,1.9,2.0,2.413573041815055
"Verdolaga/ Pigweed/ Little Hogweed/ Pusley, leaf, raw",93.2,2.2,0.1,2.0,2.614817647058824,2.0342745098039217,1.0,2.5,4.370225319041703
"Leaf, raw",87.1,2.0,0.4,7.7,5.603429411764705,3.093527450980392,1.2,1.6,0.6633920648810743
"Leaf, raw",73.3,1.1,0.8,19.0,16.07934117647059,4.577929411764706,1.2,4.6,3.2956970443094953
"Kalahari butterweed, leaf, raw",93.1,1.6,0.2,4.2,2.604876470588235,1.6672627450980393,0.7,0.2,2.879482069604423
"Leaf, raw",91.0,3.4,0.1,3.5,2.636335294117647,2.2998235294117646,0.6,1.4,0.07874783563693155
"Starhair groundcherry/ grape groundcherry, leaf, raw",82.8,4.9,0.6,7.3,6.29764705882353,5.709960784313726,1.7,2.7,3.5850977540543996
"Black nightshade, leaf, raw",82.5,5.3,0.4,5.3,6.29764705882353,6.2141254901960785,2.8,3.7,0.820776216438547
"Leaf, raw",72.1,4.8,0.7,12.9,15.413570588235292,5.1651058823529405,6.5,3.0,2.2157168433394943
"Indian jute, leaf, raw",70.5,4.6,0.5,13.6,18.478829411764707,5.165105882352941,7.3,3.5,0.08300591761970022
"Annual Nettle/ Dwarf Nettle/ Small Nettle, leaf, raw",80.2,5.4,0.7,6.7,8.733335294117648,6.430792156862744,2.1,4.9,4.95578559606772
"Succulent stem, raw",88.4,0.7,0.2,7.8,5.777194117647059,2.621488235294118,1.6,1.3,1.8160236962864946
"Succulent stem, raw",93.9,0.3,0.2,4.1,2.8438176470588235,1.6683411764705884,0.7,0.8,2.15949684786906
"Succulent stem, raw",94.7,0.6,0.1,3.6,2.670641176470588,1.677949019607843,0.4,0.6,1.4591434850198868
"Carrion flower, succulent stem, raw",93.6,0.7,0.3,3.2,2.5520529411764707,1.7925372549019607,0.9,1.3,1.6914730102305895
"Succulent stem, raw",94.2,0.2,0.02,4.1,3.1914058823529414,1.6683411764705884,0.8,0.7,0.8066355476762507
"Succulent stem, raw",91.1,0.8,0.2,5.3,3.6825176470588237,2.0539843137254903,1.1,1.5,2.2012802494433084
"Wild onion, stem, raw",73.9,1.2,0.2,14.2,13.705335294117647,4.809399999999999,9.8,0.7,1.0090420287744062
"Hotnots Cabbage/ Buck cabbage/ Field cabbage, stem, raw",89.6,0.8,0.1,6.1,4.626194117647059,2.251786274509804,2.2,1.2,1.2923213014202934
"Hotnots cabbage/ Buck cabbage/ Field cabbage, stem with flowers, raw",84.9,2.2,0.5,7.5,6.517088235294118,4.599880392156863,2.8,2.1,0.988274701969982
"Albuca, flowers and stems, raw",93.5,0.3,0.1,5.5,3.405705882352941,1.4332274509803922,0.2,0.4,1.0432055627738703
"Mushroom, raw",76.1,5.0,0.7,13.5,11.717223529411765,4.124635294117647,3.5,1.2,0.04032314405741033
"Shaggy ink cap/ lawyer's wig/ shaggy mane, mushroom, raw",90.8,2.1,0.1,5.0,3.5227529411764706,2.283235294117647,1.2,0.8,1.6142344865340252
"Kalahari truffle, mushroom, raw",80.1,4.1,3.5,8.1,9.51274705882353,6.016713725490196,2.6,1.6,2.2608043107873894
"Cowpea, seed without testa, fresh, raw",79.6,2.1,0.2,15.4,9.32104705882353,3.991517647058823,1.6,1.1,1.1451520519505736
"Wild Onion, bulb, peeled, fresh, raw",65.2,3.1,0.1,29.6,22.762431176470585,5.001576470588235,0.9,1.1,0.2640324052369667
"Amaranth, leaves, raw",88.5,4.3,0.8,2.6,3.8055117647058827,3.338527450980392,1.6,2.2,5.954939326681044
"Fluted pumpkin, leaves, raw",91.9,1.8,0.8,2.1,2.5513352941176466,3.0900392156862746,1.4,2.0,0.9995247070587165
"Gnetum vegetable, leaves, raw",86.4,5.2,0.7,3.6,4.6078705882352935,4.145801960784313,1.8,2.3,7.242458079694169
"Creeping spinach, leaves, raw",86.2,3.8,0.7,6.3,4.501841176470588,3.274272549019608,1.3,1.7,1.9727473176131736
"Bush okro, leaves, raw",88.7,2.0,0.7,4.7,4.792311764705882,2.9355470588235293,1.6,2.3,3.0607057239043636
"Cocoyam, leaves, raw",88.1,3.1,0.5,5.0,4.7016647058823535,2.822919607843137,1.3,2.0,4.114705209206253
"Fennel, leaves, raw",88.38999999999999,2.153333333333334,0.7567692352941178,3.846666666666666,4.006017647058823,3.576666666666667,1.7235294117647062,1.78203594341064,5.883075530444841
"Sorrel,  leaves, raw",92.25,0.6866666666666666,0.23649388235294116,4.016666666666667,2.604876470588235,1.396666666666667,1.0941176470588236,1.496666666666667,2.200559482539914
"Wild raddish,  shoots and leaves, raw",90.96999999999998,1.486666666666667,0.506764705882353,3.646666666666667,2.682629411764706,2.23,1.3823529411764706,1.446666666666666,4.433461696247288
"N/A, basal leaves, raw",89.20333333333333,1.573333333333334,0.7321764705882354,1.876666666666667,3.628335294117647,4.646666666666667,1.5764705882352943,2.39,10.171839624981123
"Chicory, leaves and roots, raw",91.08333333333331,0.5299999999999999,0.4835988235294118,2.116666666666667,2.6643941176470594,4.446666666666666,1.2999999999999998,1.54,5.120556199936284
"Sea beet, basal leaves, raw",89.23,2.416666666666667,0.8454117647058823,1.263333333333333,3.713394117647059,5.266666666666667,1.5764705882352943,1.636666666666667,16.527432706268083
"Golden thistle, roots and leaves, raw",92.93,0.4766666666666666,0.326039,1.3,2.3442764705882353,4.213333333333334,1.0411764705882354,0.8266666666666668,9.498068688887864
"Starflower, leaves, raw",89.64333333333332,0.4266666666666667,0.6916696470588235,2.326666666666667,3.1589235294117644,5.68,1.5529411764705883,1.793333333333333,10.03837929143175
"Shepherd's-purse, leaves, raw",90.99,2.656666666666667,0.6402588235294118,2.4,2.6892764705882355,1.356666666666667,1.547058823529412,1.64,7.29429308026288
"Crown Daisy, sprouts, raw",90.26333333333332,1.58,0.7754931764705882,0.84,2.920629411764706,5.71,1.5647058823529412,1.3,18.6354025422444
"Alisa0ers, Horse parsley, shoots a0 leaves, raw",89.16000000000001,0.66,0.604610411764706,3.373333333333333,3.612511764705882,5.173333333333333,1.811764705882353,1.516666666666667,2.8288294205665965
"Glasswort, plant, raw",87.18,0.8566666666666666,0.4927986470588235,5.82,4.618135294117646,2.626666666666666,2.1470588235294117,3.02,5.318225138235897
"Rock samphire, plant and leaves, raw",88.87333333333333,0.31,0.6810809999999999,2.476666666666667,3.628335294117647,5.696666666666666,1.6294117647058823,2.246666666666667,8.722273976468067
"Ground elder, leaves, raw",90.49666666666668,1.036666666666667,0.7284343529411765,1.083333333333333,2.8291000000000004,5.173333333333333,1.5058823529411764,1.836666666666667,16.344554864415237
Corky-fruited water-dropwort,92.64,1.138333333333333,0.4384701176470588,2.07,2.5513352941176475,2.21,1.0941176470588234,1.566666666666667,4.447140015480057
"Watercress,  leaves, raw",87.67,4.846666666666667,0.6456882352941176,0.33,5.065052941176471,4.420000000000001,1.5676470588235294,2.33,34.30021016820531
"Rush skeletonweed, leaves, raw",89.77,3.22,0.6438941176470588,3.613333333333333,3.1486882352941175,1.373333333333333,1.5470588235294116,1.32,1.5128845230032733
"Star-of-Bethlehem, leaves and bulbs, raw",86.99333333333334,0.5266666666666667,0.36734117647058817,8.926666666666668,6.8380882352941175,2.453333333333333,1.738423529411765,0.8366666666666666,1.690799402847698
"Common chicory, leaves, raw",91.55,1.583333333333333,0.6058230588235293,0.3833333333333333,2.5330999999999997,4.47,1.3588235294117645,1.19,20.36595458074939
"Black bryony, leaves, raw",89.43,1.376666666666667,0.8166696470588236,1.323333333333333,3.9394529411764703,6.5,1.5823529411764707,0.9366666666666666,14.584234153780203
"N/A,  leaves, raw",87.59666666666668,0.1866666666666666,0.43884205882352934,6.023333333333333,4.590488235294117,3.546666666666667,1.997058823529412,1.796666666666667,7.2022783072623655
"Catbriers, greenbriers, shoots, raw",82.63666666666667,3.926666666666665,0.3852941176470588,3.883333333333333,6.3217647058823525,8.173333333333332,2.2205882352941178,0.97,10.06477287539949
"Lmab's quarters, leaves and shoots, raw",92.63666666666666,0.9766666666666666,0.33234047058823524,2.25,2.5513352941176466,2.213333333333333,1.1294117647058826,1.573333333333334,3.486797139255614
"Curly dock, yellow dock,  leaves, raw",90.55333333333334,1.846666666666667,0.7696108235294118,1.06,2.8291000000000004,5.05,1.4705882352941178,1.13,15.25860578697468
"Indian knotgrass, leaves, raw",77.94333333333333,2.063333333333333,1.3565320588235292,6.77,11.363335294117647,9.52,3.8358897647058816,3.046666666666667,7.809308910001194
"N/A, leaves, raw",83.37,1.936666666666667,0.30294117647058827,1.36,6.895294117647059,10.76333333333333,2.5441176470588234,1.706666666666667,24.33108336434676
"Tumbleweed, root collar",90.44,1.146666666666667,0.616,3.456666666666667,2.4822176470588238,3.366666666666667,1.435294117647059,1.456666666666667,3.089415424616264
"Caper bush, fruits, fresh",80.58,4.1,1.3506882352941174,9.42,8.941688235294118,4.29,3.5288,1.086666666666667,0.4440751953575117
"N/A,  root",7.306666666666668,6.626666666666666,3.9603882352941175,68.49333333333334,13.69655294117647,6.890000000000001,4.835068352941177,10.14333333333333,0.1569893562213115
"N/A, fruits, seeds, raw",59.35,0.2766666666666666,4.436070588235293,12.67333333333333,32.66411764705883,25.47666666666667,5.444935294117648,1.376666666666667,13.565006129851968
"Saffron milk cap, mushroom, raw",91.87666666666668,0.1666666666666666,0.34598117647058824,2.856666666666667,2.3442764705882353,4.05,1.1941176470588235,0.66,4.721995260048831
"Calamus, rhizoms",14.38333333333333,0.5599999999999999,3.0832283529411764,44.31333333333333,26.747617647058828,30.93,2.7975487058823525,6.433333333333334,4.268176501990255
"Banana, Gran Enana, peeled, ripe, raw",77.75,1.56,1.2108438235294117,16.176407352941176,17.9,2.45,2.8360191764705887,1.0,5.7450961348690655
"Banana, Pequeña Enana, peeled, ripe, raw",77.45,1.61,1.247314411764706,16.499936764705883,16.83,2.34,2.818372117647059,0.97,4.116292110452479
"Fruit flesh, raw",86.4,2.7,0.3,9.0,6.583911764705881,2.972860784313726,0.9,0.7,1.4028334514674228
"Wild plum, fruit flesh, raw",87.4,0.7,0.2,9.1,7.0739705882352935,2.7413313725490194,1.7,0.8,3.08496456396611
"Live-long/ live-long lannea/ tree grape, fruit flesh, raw",81.3,2.2,0.9,10.3,7.210323529411765,4.943282352941176,4.2,1.1,3.321555557597732
"Namaqua Resin Tree, fruit flesh, raw",76.6,2.5,2.0,14.4,12.219164705882354,4.293517647058824,2.8,1.7,0.6319446465053061
"Marula, fruit flesh, raw",85.0,0.5,0.4,12.0,6.988982352941176,3.271094117647059,1.2,0.9,1.5112012815796396
"African custard-apple/ wild custard apple/ wild soursop, fruit flesh, raw",77.2,1.7,1.5,14.5,11.07210588235294,4.0241058823529405,3.9,1.2,0.22417490755885755
"Large hook-berry/ Purple hook-berry, fruit flesh, raw",82.3,0.5,0.8,10.4,6.7384,4.6110823529411755,5.2,0.8,3.071876747731325
"Num-num, fruit flesh, raw",81.6,0.7,1.2,14.0,7.3478764705882345,3.971588235294118,1.8,0.7,2.4894881443817547
"Natal Plum, whole fruit, raw",79.7,0.5,1.1,16.4,8.6034,3.991517647058823,1.6,0.7,1.7783743553902713
"Wild Apricot, fruit flesh, raw",78.7,0.8,0.4,18.4,11.020988235294116,4.674164705882352,1.3,0.4,0.10459764085566778
"Rubber vine/ Sand apricot-vine, fruit flesh, raw",76.2,0.6,0.6,21.6,14.5874,4.858223529411765,0.5,0.5,0.22548385221321027
"Climbing wild apricot, fruit flesh, raw",81.3,0.6,0.2,16.5,8.895517647058822,4.591047058823528,0.7,0.7,1.5924045953882082
"African heart-vine, whole fruit, raw",88.1,2.3,0.2,6.6,4.8058411764705875,2.910762745098039,1.5,1.3,0.6287046163622303
"Deurmekaarbos, fruit flesh, raw",85.6,1.7,0.3,10.4,6.725582352941176,3.2988019607843135,0.7,1.3,2.224966922529223
"Indian fig opuntia/ barbary fig/ prickly pear, fruit flesh, raw",88.4,0.7,0.1,10.2,7.0917352941176475,2.3756843137254897,0.2,0.4,2.817815431486044
"Koo-boo berry, fruit flesh, raw",75.4,0.8,0.3,18.9,15.184458823529413,4.622635294117647,3.5,1.1,2.8273634113724846
"Fruit flesh, raw",73.4,1.4,0.7,17.6,16.14365294117647,4.301458823529411,6.0,0.9,0.7891357970383472
"Saffron/ saffron wood/ forest saffron, fruit flesh, raw",64.7,0.9,0.4,27.2,22.42025470588235,4.957458823529413,3.2,3.6,0.39102766670478356
"Cape Saffron/ Bastard Saffron/ Forest Spoonwood, fruit flesh, raw",85.7,1.1,0.8,9.3,6.648617647058823,3.4029784313725493,2.0,1.1,1.0206477404695529
"Fruit flesh, raw",83.8,1.1,0.3,13.5,7.387735882352941,3.9095647058823526,0.7,0.6,2.459557303225846
"Mobola Plum, fruit flesh, raw",64.6,1.6,0.5,28.9,23.53243117647059,4.957458823529412,2.9,1.5,0.8406492399753689
"African Mangosteen/ Lowveld Mangosteen/ Imbe, fruit flesh, raw",83.9,0.8,0.3,13.9,8.012588823529413,3.1081529411764706,0.7,0.4,0.4744717602493055
"Assegai tree/ Umlahleni/ Cape Lancewood, fruit flesh, raw",74.4,4.0,0.5,14.7,12.55504705882353,4.029929411764706,4.7,1.7,2.7740167196017698
"Nara, fruit flesh, raw",84.0,1.4,0.3,11.7,6.791335294117647,4.316623529411764,1.0,1.6,3.4686735552176162
"Gemsbok cucumber, fruit flesh, raw",90.6,1.3,0.2,4.8,3.830517647058823,2.1795725490196074,2.1,1.0,4.879840291086385
"Tsama melon, fruit flesh, raw",94.2,0.4,0.04,3.1,2.5520529411764707,1.7926549019607845,1.2,1.1,2.665488712465255
"Wild spinach, fruit flesh, raw",91.7,1.8,1.0,2.6,2.6363352941176466,2.6749607843137255,2.1,0.8,1.269235396389493
"Ivy Gourd/ Scarlet Gourd/ Scarlet-Fruited Gourd, fruit flesh, raw",90.3,1.8,1.3,3.9,3.0770411764705887,2.82421568627451,1.9,0.8,1.512377377878256
"Borobohlolo, fruit flesh, raw",87.6,2.4,0.3,16.8,8.388247647058822,2.561111764705882,1.7,1.2,0.28937473062184704
"Fruit flesh, raw",88.2,2.8,1.6,3.3,4.347276470588235,3.776860784313725,2.9,1.2,1.55988325550932
"The horned melon/ African horned cucumber or melon/ jelly melon/ hedged gourd/ English tomato/ melano/ kiwano, fruit flesh, raw ",91.0,1.1,0.7,5.2,3.682517647058824,2.05398431372549,1.1,0.9,1.9607063190410283
"Fruit flesh, raw",92.2,1.5,0.3,4.1,2.626394117647058,1.9409431372549022,1.1,0.8,0.5122427439977676
"Calabash/ bottle gourd/ opo squash/ long melon , fruit flesh, raw",87.8,1.2,0.1,9.3,6.670076470588235,2.515449019607843,0.7,0.9,4.323735596699443
"African cucumber/ balsam apple/ balsam pear/ balsamina/ southern balsam pear, fruit flesh, raw",89.4,2.0,0.1,5.1,4.346076470588235,2.8288039215686274,1.8,1.6,1.9106960824269938
"Air potato, fruit flesh, raw",68.9,3.3,0.4,25.1,21.596607647058825,4.672164705882353,1.0,1.3,0.21527252507799854
"Poison star-apple, fruit flesh, raw",68.2,1.3,0.2,27.7,20.632607647058823,4.672164705882353,1.1,1.5,1.0181140133076636
"Bluebush/ star-apple/ monkey plum, fruit flesh, raw",78.0,0.9,0.1,16.5,10.638635294117647,4.037988235294117,3.5,1.0,1.2938505708857693
"African ebony/ Jackal-berry, fruit flesh, raw",69.0,1.1,0.4,22.0,21.778842941176467,4.599164705882352,6.2,1.3,0.5402268361263249
"Fruit flesh, raw",56.5,1.7,0.6,27.1,28.317725294117647,6.634568627450982,12.1,2.0,0.6941519464378054
"Fruit flesh, raw",76.7,0.8,0.2,19.9,14.587399999999999,4.473811764705881,1.7,0.7,2.178417772952168
"False blackbark, fruit flesh, raw",62.0,1.8,0.2,30.6,24.98184294117647,5.306870588235294,4.2,1.2,1.0692747749063163
"Natal guarri/ Natal ebony/ large-leaved guarri, fruit flesh, raw",71.3,0.6,0.2,26.3,19.578372352941177,4.672164705882352,0.6,1.0,2.4372396577955606
"Black ebony, fruit flesh, raw",68.5,1.6,0.1,27.8,20.632607647058823,4.672164705882353,0.7,1.3,2.044881018458817
"Fruit flesh, raw",65.3,1.4,0.3,27.4,22.42025470588235,4.957458823529413,4.3,1.3,0.29815899003942403
"Tassel berry, fruit flesh, raw",93.7,0.4,0.1,3.8,2.670641176470588,1.8244196078431374,0.9,1.1,2.6045298270171644
"Coastal Golden-leaf, fruit flesh, raw",81.1,0.9,0.1,15.6,8.380164705882354,4.591047058823529,1.9,0.4,2.815766278536429
"Fruit flesh, raw",81.7,1.2,0.7,13.1,7.406635294117646,3.982329411764706,2.6,0.7,0.011002842648565936
"Sugar plum, fruit flesh, raw",79.4,0.6,0.2,15.4,9.32104705882353,3.991517647058823,3.9,0.5,1.0265010123784415
"Kei apple, fruit flesh, raw",85.9,0.4,0.4,12.7,8.42989411764706,2.3541117647058822,0.3,0.3,1.6194170822912113
"Natal Apricot, fruit flesh, raw",87.4,0.6,0.1,11.1,7.203729411764705,2.3978607843137256,0.4,0.4,0.6593152295072682
"Governor’s plum/ batoko plum/ Indian plum, fruit flesh, raw ",71.8,0.9,1.0,5.0,19.62098235294118,5.781596078431372,5.236965647058823,0.6,3.1189295027228017
"Jackal food, fruit flesh, raw",69.9,1.7,2.0,18.3,20.82905882352941,4.616988235294118,5.9,2.2,2.715934468893968
"Corky monkey-orange, fruit flesh, raw",80.4,0.7,0.1,17.4,8.077476470588236,4.603341176470588,0.9,0.5,0.3508400555343604
"Black monkey orange, fruit flesh, raw",73.7,1.0,4.2,14.6,14.334747058823531,4.8094,5.4,1.1,5.275894098209735
"Spine-leaved monkey-orange, fruit flesh, raw",72.1,1.1,0.8,18.9,17.20288823529412,4.561282352941176,6.2,1.0,0.05471520634787427
"Spiny Monkey-orange/ Green Monkey Orange, fruit flesh, raw",78.8,2.7,0.1,15.2,9.834576470588233,3.775047058823529,1.4,1.8,1.2961006213894462
"African Chewing Gum/ Snot Apple/ Tree Hibiscus, fruit flesh, raw",14.3,5.1,0.5,55.8,24.710820470588235,10.761159000000001,4.201865529411765,4.0,0.3340538016044377
"Cape ash, fruit flesh, raw",74.6,1.4,0.6,19.3,15.572282352941174,4.622635294117647,2.5,1.6,0.4702902606141296
"Ice plant/ Highway Ice Plant/ Pigface/ Hottentot Fig, fruit flesh, raw",69.2,2.1,0.3,24.3,21.596607647058825,4.672164705882353,1.7,2.4,2.1641557506804867
"Large-leaved rock fig, fruit flesh, raw",85.2,0.7,0.9,9.5,6.740294117647059,3.699154901960785,3.0,0.7,1.0076740618060132
"Red-leaved rock fig, fruit flesh, raw",75.2,1.6,1.1,11.1,13.464570588235295,4.4544,9.7,1.3,5.143381063935649
"Giant-leaved fig, fruit flesh, raw",81.2,0.9,0.5,11.7,7.53914705882353,4.7174,4.1,1.5,1.28670157914712
"Broom-cluster fig/ Cape fig, fruit flesh, raw",87.0,1.1,0.4,5.7,4.356958823529412,3.1295470588235292,4.5,1.3,3.562592095112314
"Common cluster fig/ Sycomore fig, fruit flesh, raw",82.7,1.4,0.5,10.0,6.6709411764705875,4.481294117647059,4.3,1.1,1.3093015823420162
"Bark-cloth fig/ common wild fig/ strangler fig, fruit flesh, raw",77.9,1.3,1.0,8.9,12.552276470588236,5.829929411764706,8.9,2.0,1.8414433556944396
"False assegai, fruit flesh, raw",67.2,3.7,7.2,12.2,21.30135294117647,7.195556862745098,8.0,1.7,1.9259674403999685
"Cape Beech/ IsiCalabi, fruit flesh, raw",81.8,1.5,2.2,12.0,7.394205882352942,4.275317647058824,1.6,0.9,1.0672277164393045
"Fruit flesh, raw",85.9,0.8,0.3,9.3,6.710794117647059,3.366566666666667,3.0,0.7,0.018162116647751747
"Dune myrtle, fruit flesh, raw",68.6,0.9,0.4,27.7,21.050666470588236,4.672164705882353,1.4,1.0,1.513147449068941
"Water berry, fruit flesh, raw",85.8,0.6,0.2,11.1,7.151170588235295,3.000896078431372,1.5,0.8,0.5273834574770984
"Malabar Plum, fruit flesh, raw",84.8,0.9,0.1,12.2,6.988982352941176,3.3109176470588233,1.4,0.6,0.5053107897415612
"Peeling plane, fruit flesh, raw",63.2,6.3,7.5,20.6,23.403666470588234,6.475745098039216,1.5,0.9,1.132651215815331
"Yellow Plum/ Sea Lemon, fruit flesh, raw",64.8,2.8,0.8,28.5,22.42025470588235,4.957458823529413,1.2,1.9,0.6038976618408981
"Sour, Natal or money plum, fruit flesh, raw",77.4,1.9,1.5,17.0,11.544517647058823,4.077282352941176,0.9,1.3,4.736509866986575
"Sickle-leaved Yellowwood/ False Yellowwood, fruit flesh, raw",72.7,3.0,0.3,17.6,16.83894705882353,4.577929411764706,5.2,1.2,0.9895828448563108
"Tortoise berry, fruit flesh, raw",85.1,0.5,0.4,6.5,6.483558823529412,4.745233333333334,6.6,0.9,3.7127511273983687
"Bird-plum/ Brown ivory, fruit flesh, raw",78.8,1.1,0.6,15.7,9.834576470588235,3.991517647058823,2.8,1.0,2.953858862249508
"Pink Ivory/ Red Ivory, fruit flesh, raw",76.3,1.1,0.1,20.7,14.587399999999999,4.858223529411765,0.7,1.1,0.4487993543152632
"Cat Thorn, fruit flesh, raw",76.0,0.6,0.1,20.9,14.622282352941179,4.858223529411764,1.3,1.1,1.1503334611122416
"Buffalo Thorn, fruit flesh, raw",56.4,3.8,0.5,34.4,29.617725294117648,5.917705882352941,2.1,3.2,1.9389324981061273
"Green-twigs quar, fruit flesh, raw",51.3,2.7,0.1,41.9,37.775882352941174,7.751262235294117,2.7,1.3,0.322653507873535
"Strawberry bush, whole fruit, raw",83.4,0.7,0.3,11.5,6.906870588235294,4.159211764705882,3.6,0.5,0.24625068568542974
"Wild date, fruit flesh, raw",66.2,1.4,0.7,26.5,21.479078235294114,4.957458823529412,3.9,1.3,1.7666645444731828
"Mountain medlar, fruit flesh, raw",69.6,1.3,1.0,16.1,20.395311764705884,5.956792156862745,11.2,0.8,0.8784588732102143
"Wild Medlar/ African Medlar, fruit flesh, raw",64.4,1.4,0.1,28.0,23.53243117647059,5.306870588235293,4.7,1.4,3.752654640990267
"Toothbrush tree/ mustard tree, fruit flesh, raw",70.8,1.9,0.6,24.0,20.03549,4.672164705882353,1.1,1.6,2.505554218595821
"Bastard Currant/ Bastard Taaibos/ False Currant, fruit flesh, raw",73.4,2.4,0.4,20.8,16.404117647058822,4.561282352941176,2.1,0.9,5.00790281833243
"Wild plum, fruit flesh, raw",74.3,0.9,0.6,21.5,16.404117647058825,5.0240470588235295,2.0,0.7,1.2529032034763274
"Fluted milkwood, fruit flesh, raw",58.2,2.7,3.5,32.0,27.065960588235296,6.721039215686275,1.9,1.1,3.1032031343708506
"Milk-pear, fruit flesh, raw",75.4,2.6,1.7,17.0,13.865570588235293,4.18904705882353,1.9,1.4,0.14835363750367614
"Forest milkberry, fruit flesh, raw",71.0,2.1,1.9,21.6,19.98964705882353,4.599164705882352,2.1,1.3,1.3290992796889425
"Coastal Red Milkwood, fruit flesh, raw",69.7,0.8,0.6,25.7,21.59660764705882,4.672164705882353,1.9,1.3,1.479469088864929
"Bush red-milkwood, fruit flesh, fruit, raw",70.2,1.9,0.3,22.9,21.027078235294116,4.5991647058823535,3.0,1.7,3.458367120734404
"Red milkwood, fruit flesh, raw",66.4,1.2,0.6,26.3,21.479078235294118,4.957458823529412,3.9,1.6,0.2426623444101167
"Masethole or White Milkwood, fruit flesh, raw",70.2,4.3,4.4,17.3,18.73825294117647,4.616988235294118,1.5,2.3,1.0912970155610295
"Cape gooseberry/ Inca berry/ Aztec berry/ golden berry/ giant ground cherry/ Peruvian groundcherry/ Peruvian cherry, whole fruit, raw",77.9,2.3,0.9,13.9,10.858105882352943,4.094105882352942,3.6,1.4,1.5845045429953641
"Brandy bush/ Velvet raisin, fruit flesh and skin, raw",74.7,2.1,0.1,20.0,15.572282352941174,4.6226352941176465,2.0,1.0,0.01813354080141355
"Fruit flesh and skin, raw",69.6,2.4,0.6,23.5,21.59660764705882,4.672164705882354,1.8,2.1,0.10893011736897873
"Mallow raisin/ Mallow-leaved cross-berry, fruit flesh and skin, raw",70.0,3.3,0.2,22.6,21.027078235294116,4.599164705882353,1.9,2.0,0.45861313982191754
"Pigeon Wood/ Tree Peach, fruit flesh, raw",74.1,4.5,0.5,21.3,15.572282352941174,4.568341176470589,1.8,2.3,3.4707443959457454
"Small lantana, whole fruit, raw",66.8,2.9,3.4,19.6,23.399960588235295,6.031968627450981,3.8,3.5,3.4639491461150285
"Chocolate berry, fruit flesh, dried, raw",13.2,3.2,0.7,72.2,23.806441176470585,3.4891076470588236,5.2,5.5,0.7187147842847401
